STN_ID,YEAR,MONTH,DAY,DB06,WB06,DP06,RH06,MAX,MIN,WINDRUN,PRECIP,EVAP,DB12,WB12,DP12,RH-12Z
9136164,2023,5,1,17.6,15.9,15.3,89,20.6,16,51.6,1.3,2.3,20,17.8,16.5,81
9136164,2023,5,2,17.3,15.9,16.2,85, N/A ,15.2,66.4,16.5,4,22.7,17.4,15.6,64
9136164,2023,5,3,16.4,16.4,15.3,93,24.1,15.2,78.9,TR,2,20.4,16.9,15.1,72
9136164,2023,5,4,17.4,15.8,14.7,85,23.7,15.1,76.7,TR,3.5,22.6,17.2,13.8,58
9136164,2023,5,5,16.9,15.6,14.7,86,24.6,14.6,76.7,0,3,23.7,15.8,11.5,46
9136164,2023,5,6,18.4,16.4,15.1,81,24.2,16,81.6,TR,2.5,23,17.8,14.7,59
9136164,2023,5,7,18.6,16.2,14.6,78,24.6,16.3,71.6,0,4.5,24,17.8,14,54
9136164,2023,5,8,17.8,16.4,15.5,87,24.7,15.8,76.1,33.2,6.2,23.5,16.3,13.4,53
9136164,2023,5,9,16,15.5,15.3,95,22.9,15.5,68.7,7,3.5,22.1,16.9,14.4,61
9136164,2023,5,10,16,15.8,15.6,98,23,15.7,57,4.8,3.3,22.3,16.6,14.9,63
9136164,2023,5,11,15.8,14.8,14.3,91,22.8,15.3,69.8,0,2.5,22.1,17,14.6,62
9136164,2023,5,12,17.8,16,14.8,83,24,15.4,84.8,0,4,23.2,17,13.4,54
9136164,2023,5,13,18.2,16,14.6,80,25.4,15.8,78.5,TR,5,23.6,17,12.7,51
9136164,2023,5,14,17.2,16,15.2,88,24.3,15.6,56.3,0,3,23.8,17.8,14.1,61
9136164,2023,5,15,17.1,15.5,14.7,85,24.1,14.5,78.5,0,4,23.3,17,13.8,56
9136164,2023,5,16,17,14.8,13.3,79,24.1,15.8,68.8,2.1,3.6,23,17.8,14.7,59
9136164,2023,5,17,17.5,15.9,15.1,85,23.3,16.2,56.4,TR,1,22,17.1,15.2,66
9136164,2023,5,18,17.2,16,15.2,88,24,15.4,46,4.4,3.3,23.2,17.8,14.5,58
9136164,2023,5,19,17.2,15.8,14.9,86,23.7,15.9,90,0,3.5,22.8,17.4,14.1,58
9136164,2023,5,20,19,16,14,73,26.5,13.2,23.9,0,3.5,25,18,13.7,50
9136164,2023,5,21,19,16.4,14.7,77,26.2,12.8,75.6,0,5,25.2,18,13.6,49
9136164,2023,5,22,17.9,16.1,14.9,82,26,16.6,78.9,0,3.5,25.3,16.9,14,48
9136164,2023,5,23,17.4,15.8,14.7,85,25.5,16.4,48.7,3.8,1.3,21.8,17.8,15.4,67
9136164,2023,5,24,16,14.9,14.3,94,24.5,15.7,79,0,5.5,23.6,17.2,13.1,52
9136164,2023,5,25,19.3,15.9,13.8,70,25.1,15.9,108.8,0,4,23.8,17.2,12,47
9136164,2023,5,26,16,14.6,13.6,86,23.8,15.1,95.1,0,4,22.4,15.8,11.6,51
9136164,2023,5,27,15.2,14,13.1,88,22.4,14.5,77.8,TR,2,19.8,15.4,12.4,62
9136164,2023,5,28,16.4,14.6,13.3,82,22.8,14.2,99.4,4,3,22.2,15.8,11.3,50
9136164,2023,5,29,14.8,14.1,13.7,92,18.9,13.9,57.5,1.2,2.7,18.6,15.7,14.1,75
9136164,2023,5,30,16.8,13.9,12.6,76,21.3,14.1,64.7,0,1.5,19.7,16,13.6,68
9136164,2023,5,31,17,15.2,13.9,80,23.1,14.2,71.9,TR,2.5,22.6,17.8,13.1,54
9037202,2023,5,1,18,16.5,15.8,57,21.6,16.5,23.5,15.4,3.4,19.6,17.5,16.5,82
9037202,2023,5,2,20.5,17.8,16.5,78,24.4,16,63.9,9.5,4,23.4,19.4,17.7,70
9037202,2023,5,3,17.5,16.6,16.2,92,23,16.4,35.1,0.3,1.8,21.3,18.5,17.3,78
9037202,2023,5,4,18.5,16.5,15.5,83,25.2,15.1,58.6,0.7,3,24.5,19.3,17.1,63
9037202,2023,5,5,18.3,16.5,15.6,84,25.4,16.5,70.7,0.9,3.7,24.4,18.5,15.7,59
9037202,2023,5,6,18.7,17,16.3,85,25.6,16.6,75,0,4.4,25.2,19.2,16.6,59
9037202,2023,5,7,17.9,16.1,15.2,84,25.2,16.6,77,0.5,4,24.9,18.7,15.8,57
9037202,2023,5,8,19,17,16,82,25.8,16.4,65.8,0.8,3,24,19.1,16.9,69
9037202,2023,5,9,17.7,16.5,15.9,89,24.5,16.2,64.9,11.7,2.8,24,18.5,16,61
9037202,2023,5,10,17.4,16,15.3,87,25,16.2,62.1,0,5.2,23.8,18.3,15.7,61
9037202,2023,5,11,18.2,16.1,15,82,24.3,16,44.3,0,3,23.5,18.4,16,63
9037202,2023,5,12,19.9,15.5,13.1,65,26,16,60.1,2.9,4.4,24,18.3,15.6,59
9037202,2023,5,13,19.5,17.5,16.6,83,27,17,56.7,0.4,1.9,25.5,19,16,56
9037202,2023,5,14,19,17,16,83,26,16,59.6,0,3.5,26,19,15.1,57
9037202,2023,5,15,18,17,16.9,91,25.9,16.1,58.1,0,4,24.7,18.4,15.4,56
9037202,2023,5,16,21,17,15,69,26,16.5,36.3,1.7,2.7,24.4,18.2,15.3,57
9037202,2023,5,17,18.9,17.2,16.4,85,25.3,17.2,62.2,12.5,4,24,18.3,15.6,59
9037202,2023,5,18,18.9,16.2,14.8,77,25.8,16.3,51.4,0,3.5,25.2,18.8,15.9,56
9037202,2023,5,19,17.7,16.5,15.9,89,26,16.5,37.5,0,3.5,25,18.9,16.1,58
9037202,2023,5,20,20.4,17.2,15.7,74,26.9,14.6,42.1,0,4.5,26.3,19.5,15.6,66
9037202,2023,5,21,18,17,15.8,87,26.2,13.5,57.6,0,3.5,26.2,19.2,15.4,58
9037202,2023,5,22,18.6,17,16.2,86,26.5,17.5,71.3,3.2,3.2,25.7,19.4,16.6,57
9037202,2023,5,23,18.7,17.1,16.4,84,25.6,17.4,67.6,3.6,4.1,24.6,17.5,16.8,61
9037202,2023,5,24,18.9,18,16.1,84,26,16.1,37.9,0T,2,24.5,18.7,16,59
9037202,2023,5,25,18.2,15.7,14.4,78,25.6,16.5,47.8,0,3.5,25.2,18.8,15.9,56
9037202,2023,5,26,17.6,16.2,15.5,87,25.8,16.4,56.8,1.4,4.4,24.5,18,14.9,55
9037202,2023,5,27,16.7,14.7,13.6,82,23.4,14.9,51.3,4,3,23,17,13.4,54
9037202,2023,5,28,17,15.4,14.6,85,25,14.8,44.3,0.9,2.9,23.5,16.5,12.8,51
9037202,2023,5,29,18.4,15.2,13.5,73,23.2,15,51.2,7.2,3.2,22,17,14.5,62
9037202,2023,5,30,17.9,16,15,83,24.6,15.4,42.1,0,2.5,23.5,18,15.4,60
9037202,2023,5,31,19.8,16.4,14.7,72,25,15.1,46.9,0.9,3.4,23.2,17.8,15.2,61
9136269,2023,5,1,15.3,15,14.5,95,18.9,13.9,,8.3,1.8,17.3,16.4,15.9,91
9136269,2023,5,2,15.4,14.8,14.6,92,22.6,14.5,,50.1,OVFLOW,21.3,17.2,15.2,68
9136269,2023,5,3,15.5,15.2,14.8,96,20.9,15,,0,2.5,19.6,17.1,15.9,79
9136269,2023,5,4,16,14.9,14.3,90,22.4,13.8,,0,4,21.5,16.3,12.9,58
9136269,2023,5,5,15.2,14.8,14.3,93,22.9,14.2,,0,4,22.1,16.5,12.9,56
9136269,2023,5,6,15.5,15,14.4,93,22.8,14.5,,0,4,22.6,16.6,13.1,55
9136269,2023,5,7,15.9,16.2,14.7,92,23.3,14.8,,0,4.5,22.6,16.3,12.3,52
9136269,2023,5,8,17,15.7,14.6,86,22.8,14.8,,3.7,4.2,22.4,16.9,13.3,56
9136269,2023,5,9,15,14.7,14.4,97,21.7,14.5,,2.6,3.6,21,17,14.5,66
9136269,2023,5,10,15,14.7,14.3,95,21.9,14.6,,0.7,4.2,21,16.8,14.2,65
9136269,2023,5,11,14.8,14.3,13.8,94,21.1,14.2,,0,1.5,21,15.9,13.2,64
9136269,2023,5,12,15.4,14.7,14.1,92,22.7,13.4,,0,4.5,21.8,16.6,12.9,57
9136269,2023,5,13,16.7,15.6,14.7,88,24,13.6,,0,4.5,23.1,16.8,12,51
9136269,2023,5,14,15.6,15.2,14.6,94,23,14.8,,0,3.5,22.6,17.4,13.8,57
9136269,2023,5,15,15.4,14.6,14,91,22.8,12.9,,0,6.5,22.3,17.4,14.2,61
9136269,2023,5,16,15.6,14,12.7,82,22.7,14,,0,3.5,21.7,16.7,13.2,58
9136269,2023,5,17,16,15.3,14.3,90,22.1,14.7,,0,2.5,21,17.1,14.3,68
9136269,2023,5,18,17.8,15.8,14.1,79,23.5,14.3,,0,4,22.8,17.5,14,58
9136269,2023,5,19,15.9,15.1,14.3,91,22.8,14.5,,0,4,22,16.7,13.6,58
9136269,2023,5,20,17.9,15.3,13.5,75,24.5,11.8,,0,4,23.9,17,13,50
9136269,2023,5,21,17.6,15.3,14.4,81,24.8,12.5,,0,6,24.6,17.1,12,46
9136269,2023,5,22,16,15.2,14.2,89,24.7,14.9,,0,5.5,24.1,16.5,12.1,46
9136269,2023,5,23,16.3,15.4,14.3,88,24.3,15.1,,0,3,24.1,16.9,12.6,49
9136269,2023,5,24,15.3,14.4,13.7,90,23.4,14.3,,0,4.5,22.9,16.6,12.7,51
9136269,2023,5,25,17.3,15.2,13.8,93,24,14.4,,0,5.5,22.4,15.8,11.4,52
9136269,2023,5,26,14.4,13.2,12.3,94,22.5,13,,0,5,21.9,15.8,11.5,51
9136269,2023,5,27,13.7,13,12.5,93,20.3,12.9,,0.5,3.5,19.9,15.2,11.6,59
9136269,2023,5,28,13.9,13.1,11.8,88,22.2,12.4,,3.7,4.7,21.6,14.6,11.3,50
9136269,2023,5,29,13.4,13.3,13.3,99,16.8,13.3,,3.8,0.3,16.1,14.9,13.9,88
9136269,2023,5,30,14.5,13.3,12.1,86,19.4,12.6,,0,3,18.4,15.5,13.5,73
9136269,2023,5,31,14.8,14.3,13.9,94,19.4,13.3,,0,0,21.8,16.6,13.5,59
9135001,2023,5,1,16.7,15.6,14.7,88,22.2,15.2,,20.4,20.4,17.7,16.7,15.8,88
9135001,2023,5,2,16.1,15.2,14.3,88,20.7,12.7,,4.2,O/F,19.5,17.8,16.2,82
9135001,2023,5,3,16.5,16,15.6,95,22.1,15.9,,1.7,1.7,19.6,17.9,16.3,82
9135001,2023,5,4,17.9,16,14.3,79,21.4,14.6,,TR,0,22.4,17.8,13.6,58
9135001,2023,5,5,17.5,15.8,14.2,81,23.3,14.2,,0,0,22.9,18,13.6,56
9135001,2023,5,6,16.7,15.3,14,84,23.5,14.3,,0,0,22.9,17.6,12.8,53
9135001,2023,5,7,17,15.5,14.1,84,23.4,12.8,,1.1,1.1,23.8,18.1,13,51
9135001,2023,5,8,16.7,15,14.6,87,23.9,13.4,,0,0,23.6,19.2,15.2,56
9135001,2023,5,9,17.1,15.8,14.6,85,23.7,14.3,,TR,0,22.5,18.1,14.1,59
9135001,2023,5,10,15.9,15.1,14.4,91,22.9,15.6,,0,0,21.1,17.6,14.5,67
9135001,2023,5,11,18.1,15.8,13.8,76,22.5,14.6,,0,0,21.5,17.4,13.8,62
9135001,2023,5,12,16.9,15.5,14.3,85,23.9,13.3,,0,0,23.4,18.5,14,55
9135001,2023,5,13,17.5,15.8,14.2,82,24.2,10.1,,0,0,23.8,18.4,13.5,54
9135001,2023,5,14,18,16.3,14.7,81,24.1,15,,0,0,23.8,18.9,14.5,56
9135001,2023,5,15,18.7,16.3,14.2,75,24.9,11.8,,5.4,5.4,24.4,18.8,13.8,51
9135001,2023,5,16,17.7,16.3,15,85,23.9,15.1,,6.7,6.7,22.9,18.5,14.6,60
9135001,2023,5,17,16.3,15.6,14.9,91,22.5,14.7,,0,0,21.4,17.8,14.6,65
9135001,2023,5,18,19.2,16.8,14.6,75,24.1,13.3,,TR,0,22.7,18.4,14.5,60
9135001,2023,5,19,17.3,15.8,14.5,84,24,15.9,,0,0,22.7,18.1,14,58
9135001,2023,5,20,17.4,15.1,13,74,27.7,10.2,,0,0,25.5,18.6,12.3,43
9135001,2023,5,21,19.4,16,12.9,66,25.7,10.6,,0,0,24.9,17.8,11.5,43
9135001,2023,5,22,16.7,15.4,14.2,85,25.4,10.6,,0.6,O/F,24.8,19.1,14.2,51
9135001,2023,5,23,17,15.9,14.9,88,24.9,14.4,,0,0,24.2,19.1,14.5,55
9135001,2023,5,24,17.4,15.7,14.2,83,24,13.7,,0,0,23.4,18.4,13.9,56
9135001,2023,5,25,18.6,15.8,13.2,71,25.2,10.5,,0,0,24.4,18.6,13.4,50
9135001,2023,5,26,16.8,14.8,13,79,23,11.7,,0,0,22.1,16.5,11.4,51
9135001,2023,5,27,16,12.5,12.1,78,23,12.1,,0,0,22.7,16.4,10.8,47
9135001,2023,5,28,16.3,13.9,11.7,74,23.5,12.1,,0,0,23,14.6,8.3,38
9135001,2023,5,29,17.4,15.1,12.8,74,21.1,13,,0,O/F,20,15.8,12.1,60
9135001,2023,5,30,15.4,14.1,12.9,85,22.1,14.6,,0,0,21.5,17,13,60
9135001,2023,5,31,16.4,14.8,13.3,82,24.2,13.9,,0,0,22,16.6,11.8,53
9039000,2023,5,1,26.6,23.5,22,76,32.6,24.6,115.9,0,4,30.7,24.9,22.2,65
9039000,2023,5,2,27.7,24,22.2,72,34.5,23.6,223.2,0,6.5,34,24.2,19.3,42
9039000,2023,5,3,26.5,23.9,22.7,80,33.1,24.7,193.4,0,6,31.8,24.3,20.7,52
9039000,2023,5,4,27.8,24.2,22.5,73,34.9,24.2,222.9,0,6.5,34.9,24.5,19.3,40
9039000,2023,5,5,27.5,24,22.4,74,34.5,25,217.8,0,6.5,34.2,24.6,19.9,51
9039000,2023,5,6,27.3,23.9,22.3,74,34.9,25.2,221.6,0,7,33.9,24.5,19.9,44
9039000,2023,5,7,27.6,24.3,22.8,75,34.6,25.4,201.1,1,6,33.7,25,20.9,47
9039000,2023,5,8,28.2,24.2,22.4,71,34.6,24.2,230.7,0,7,34,24.9,20.6,46
9039000,2023,5,9,28.2,24.2,22.4,71,34.9,24.9,253.6,0,7.5,34.5,24.8,20.1,43
9039000,2023,5,10,27.7,24,22.2,72,35,25.2,220.3,0,7.5,34.6,23.9,18.4,39
9039000,2023,5,11,28.2,24.2,22.4,71,34.6,25.1,202.9,0,7.5,33.2,24.5,20.3,47
9039000,2023,5,12,28.6,23.9,21.6,67,35.1,24.2,233.4,0,8,35,24.3,18.9,39
9039000,2023,5,13,28.5,24.3,22.4,70,35.1,24.7,233.9,0,7.5,35.1,25.1,20.3,42
9039000,2023,5,14,27.9,24.2,22.5,73,35.3,25,240.6,0,8,35.2,24.2,18.6,38
9039000,2023,5,15,27.9,24,22.2,71,36,25,223.8,0,8,35,24.4,19.1,39
9039000,2023,5,16,28,24.2,22,70,35.8,24.2,220.4,0,8,35.3,24.6,19.3,39
9039000,2023,5,17,27.8,24.2,22.5,73,35.8,25,233.5,0,7.5,35.1,24.5,19.2,40
9039000,2023,5,18,27.6,24.3,22.8,75,36,25.4,220.6,0,7,34.4,23.8,18.3,39
9039000,2023,5,19,27.8,23.7,21.7,69,35.5,24.7,199.3,0,7.5,34.9,24.3,19,39
9039000,2023,5,20,27.2,23.5,21.7,72,36.2,24.3,190.1,0,7.5,35.5,24.1,18.2,36
9039000,2023,5,21,27.4,24,22.4,74,35.9,25,215.4,0,7,35.8,24.8,19.4,39
9039000,2023,5,22,27.5,24.5,23.2,77,34.5,24.6,224,TR,6.5,34.1,25.5,21.6,48
9039000,2023,5,23,27.8,24.3,22.7,74,34,25.6,243.1,0,6,33.8,25.4,21.6,49
9039000,2023,5,24,27.5,23.7,21.9,72,34.8,24.5,227.8,0,7.5,33.8,24.1,19.2,42
9039000,2023,5,25,27.5,24,22.4,74,35.6,24.4,241.2,0,7,35.4,24.6,19.2,39
9039000,2023,5,26,28,23.8,21.8,69,34.8,24.8,244.4,0,8,34.5,22.7,16,33
9039000,2023,5,27,27.9,23.6,21.4,68,33.2,25,180.5,8.8,1.9,32,23.9,19.9,49
9039000,2023,5,28,26.6,22.6,20.6,69,34,23.1,150.6,0,5,33.5,23.5,18.3,41
9039000,2023,5,29,26.5,23,21.2,73,33.8,23.1,180.1,0,6.5,32.6,23.6,19,45
9039000,2023,5,30,27.8,23.2,20.9,66,30.9,23.2,226.3,0,6,30.5,23.5,20,54
9039000,2023,5,31,27,23,21,70,34,24.5,237.62,0,9,33.6,23.6,18.4,41
9136168,2023,5,1,18.4,17.4,17,91,21.4,16.4,130,33.6,,20.6,17.9,16.1,77
9136168,2023,5,2,19.2,16.6,15.3,77,24.4,15.5,184.9,0,,23.2,18.6,16.4,65
9136168,2023,5,3,17.8,16.7,16.2,90,23,16.9,175.5,0.8,,21.7,18.1,16.4,71
9136168,2023,5,4,18,16.6,15.9,87,24.8,15.6,142.7,0,,24.2,16.8,12.5,47
9136168,2023,5,5,17.3,16.2,15.7,89,25.1,15.9,156.9,0,,24.8,18.2,14.8,52
9136168,2023,5,6,19.2,16.7,15.4,78,25.4,16.4,169,0,,24.5,14.8,14.8,54
9136168,2023,5,7,18.2,16.7,16,86,25.7,16.8,155,0,,24.7,18.1,14.6,53
9136168,2023,5,8,20.1,17.6,16.4,78,25.2,16.3,164.7,2.6,,25,17.9,14,50
9136168,2023,5,9,17.8,16.9,16.5,92,23.9,16.8,143.8,0,,23.6,18,15.1,57
9136168,2023,5,10,18.4,16.7,15.9,84,24.1,16.8,111.3,0,,22.7,17.8,15.3,62
9136168,2023,5,11,17.4,16.3,15.6,89,24.4,15.6,119.2,0,,22.8,17.5,14.5,60
9136168,2023,5,12,19.7,14.8,14.8,74,25.7,15.5,139.1,0,,24,18,14.3,50
9136168,2023,5,13,18.5,16.5,15.5,82,26.2,16.3,151,0,,24.4,17.4,13.2,49
9136168,2023,5,14,18.2,17,15.9,82,24.9,16.8,97.3,0.6,,20.5,17.5,16,75
9136168,2023,5,15,15.7,16,15.5,89,24.8,15.2,129.6,0,,23.5,17.8,14.8,57
9136168,2023,5,16,17.6,15.1,13.6,77,25.2,16,148,0,,24.5,18.4,15.3,56
9136168,2023,5,17,18.3,16.8,16.1,86,25.1,16.7,131.8,0,,24,18.7,16.1,60
9136168,2023,5,18,18.4,16.2,14.7,80,26.2,15.1,160.5,0,,25.4,18,14,48
9136168,2023,5,19,18.4,16.7,15.5,83,25.9,16.9,123.7,0,,24,17.8,14.2,52
9136168,2023,5,20,18.4,15.8,14.3,66,29.5,12.5,121.1,0,,27.4,18.8,14.3,43
9136168,2023,5,21,20.1,17.3,15.9,76,28,14.7,177.2,0,,25.6,18.7,15.2,51
